Location,Country,Category,Visitors,Rating,Revenue actual (usd),Accommodation_Available
Wdslfvkypq,Egypt,Cultural,235153,4.10,"$57,059,687,000.00",Yes
Nellhcusft,Australia,Adventure,980889,2.57,"$93,729,738,000.00",No
Lddqwbgvak,India,Beach,63930,1.93,"$12,448,965,000.00",Yes
Bcmvnxzorv,Brazil,Nature,87785,3.87,"$19,662,014,000.00",Yes
Uexpygbxvc,China,Adventure,887431,2.61,"$25,187,121,000.00",No
Rlazvtwbtt,France,Historical,705441,1.42,"$21,761,433,000.00",No
Glewtzyjyu,India,Historical,988698,3.08,"$91,492,338,000.00",Yes
Mribcjopxa,India,Cultural,165761,3.91,"$44,308,394,000.00",No
Kqysiqekbo,Australia,Cultural,876577,2.81,"$9,731,737,000.00",Yes
Jiqoyjpudh,Egypt,Beach,58123,1.60,"$64,027,444,000.00",Yes
Wfttkpuoha,China,Historical,398768,1.26,"$32,076,147,000.00",No
Hjcyfwweou,India,Historical,833124,1.57,"$53,416,863,000.00",No
Xelsvkcupa,Brazil,Historical,131017,1.35,"$2,186,718,000.00",Yes
Wuctsyeifn,China,Beach,977276,4.37,"$1,567,481,000.00",No
Brsfiptuwz,China,Cultural,796608,3.48,"$37,666,819,000.00",Yes
Dtrwrrzaxp,India,Cultural,162443,1.71,"$48,142,573,000.00",No
Fiumoumydm,France,Nature,354680,3.43,"$97,169,446,000.00",Yes
Phpuxhvmry,China,Beach,331687,2.49,"$7,310,171,000.00",Yes
Jwfdbvvqph,Egypt,Cultural,970483,2.64,"$79,729,491,000.00",Yes
Bknxlpqkss,USA,Urban,785125,3.72,"$60,351,614,000.00",Yes
Xqlrfyznea,France,Adventure,835112,1.28,"$64,480,812,000.00",Yes
Esssrjjnnh,China,Beach,230648,1.80,"$78,478,263,000.00",No
Rxudjcsbss,USA,Historical,966127,3.54,"$50,181,455,000.00",Yes
Skclumngef,Brazil,Beach,369187,4.96,"$33,039,035,000.00",Yes
Tosslsxqpo,China,Urban,43069,1.63,"$31,627,299,000.00",No
Jqfcxgkqgh,Brazil,Nature,244541,3.97,"$41,950,392,000.00",No
Qyxwmhroao,China,Cultural,56849,3.69,"$59,688,041,000.00",Yes
Fqgxdfjcts,India,Nature,615522,2.34,"$99,673,496,000.00",No
Mcbxplgeos,China,Cultural,88714,3.70,"$33,864,814,000.00",No
Kjwqjswwes,France,Beach,200285,4.92,"$80,872,959,000.00",No
Hyygbiihlx,Egypt,Adventure,422992,3.65,"$51,354,564,000.00",No
Zwbktrvzfr,China,Adventure,894163,1.50,"$13,342,329,000.00",Yes
Rbmcclmunk,China,Adventure,853229,3.64,"$72,021,049,000.00",Yes
Cwhsrlxsji,USA,Nature,525214,4.93,"$31,842,598,000.00",No
Aegwupoizj,Brazil,Historical,19256,3.28,"$35,324,802,000.00",Yes
Vmynvzoilh,Egypt,Beach,897237,3.60,"$13,240,532,000.00",Yes
Mghsrrehkx,Egypt,Adventure,507853,1.08,"$3,170,865,000.00",Yes
Uhqrxvphmd,Brazil,Beach,252789,2.86,"$29,264,818,000.00",Yes
Jwspgwkmxl,France,Historical,729632,3.82,"$30,534,509,000.00",No
Fzrfeewufe,Australia,Urban,688860,4.10,"$43,268,526,000.00",Yes
Ykndvyqgpj,China,Historical,899163,1.56,"$67,421,525,000.00",No
Nszizrjrgo,India,Beach,601027,3.12,"$87,504,486,000.00",Yes
Pwldvstvcw,Australia,Urban,917433,2.27,"$34,428,315,000.00",No
Ihlgjmagyq,Australia,Nature,548608,3.42,"$93,465,994,000.00",No
Jyshkuzetp,China,Adventure,891464,3.79,"$68,948,813,000.00",Yes
Pbzixsfyjd,India,Historical,819390,1.97,"$74,476,371,000.00",No
Ptfftkugrl,USA,Beach,72561,4.17,"$98,009,181,000.00",Yes
Xaadjemfck,Australia,Nature,858033,1.42,"$24,433,072,000.00",No
Drsbmlouxd,France,Adventure,103595,3.15,"$29,231,626,000.00",Yes
Qjcsxneqek,India,Adventure,848980,1.76,"$86,931,864,000.00",Yes
Jkqtkdmkeh,Egypt,Urban,296640,5.00,"$70,631,112,000.00",No
Dcyysydnxt,Egypt,Historical,398243,3.51,"$9,254,746,000.00",Yes
Oekfntroua,Australia,Historical,169109,2.83,"$19,336,862,000.00",Yes
Btqpixqujt,France,Historical,828636,1.63,"$62,593,405,000.00",Yes
Wahwjahtuu,Egypt,Beach,430522,2.06,"$41,245,041,000.00",No
Slhtapjosu,Australia,Adventure,944098,1.58,"$9,094,279,000.00",No
Rcmpjwivqa,India,Cultural,384689,2.12,"$39,966,024,000.00",No
Jailhrdhig,Australia,Nature,638685,2.53,"$86,634,894,000.00",Yes
Jhmlskyivk,France,Historical,728086,2.65,"$9,896,135,000.00",Yes
Wiowzckfgp,USA,Adventure,418519,2.39,"$56,657,567,000.00",Yes
Aydgpsdypw,China,Nature,835871,2.99,"$39,894,655,000.00",Yes
Zgnkwoojmt,Egypt,Adventure,266911,1.54,"$20,448,024,000.00",Yes
Ieqzhprirp,China,Cultural,337698,3.86,"$57,671,000.00",Yes
Kkopzuxdcc,Brazil,Beach,215152,3.80,"$51,678,665,000.00",Yes
Wxdffmarch,China,Beach,455202,4.96,"$43,874,505,000.00",Yes
Hzunbgfprg,China,Nature,491990,3.50,"$15,707,673,000.00",No
Yafahjplhq,Australia,Beach,793332,3.75,"$15,267,564,000.00",No
Fwqpjzfsan,France,Historical,788822,1.37,"$24,758,408,000.00",No
Lioylfzebz,India,Cultural,751196,4.75,"$82,906,652,000.00",Yes
Slkluatzka,Australia,Adventure,421547,4.58,"$87,093,007,000.00",No
Rpukukbyap,Australia,Cultural,640176,2.99,"$69,542,394,000.00",Yes
Aktdvczxpy,Egypt,Urban,682259,2.76,"$43,273,848,000.00",Yes
Gellxlcome,Brazil,Urban,819086,3.82,"$85,668,139,000.00",Yes
Kexlqchwoh,USA,Cultural,541137,3.63,"$91,174,119,000.00",Yes
Mewpodhgij,Brazil,Nature,14897,4.40,"$74,525,843,000.00",No
Yhimdaykrj,France,Cultural,973192,1.60,"$5,540,750,000.00",No
Sdqxuvefft,France,Urban,284453,3.37,"$73,208,864,000.00",No
Ydkmgtrlps,Australia,Adventure,92219,2.03,"$684,274,000.00",No
Ovlrtkpibi,Egypt,Urban,420812,2.71,"$19,459,066,000.00",No
Mpskqfhbgf,India,Beach,431236,2.57,"$92,890,338,000.00",Yes
Oyaspnqgpm,India,Historical,462209,4.05,"$51,860,728,000.00",Yes
Rfyhxoxwmn,India,Historical,951610,2.08,"$1,400,547,000.00",Yes
Rnmkfkiryh,USA,Nature,392948,4.61,"$61,380,674,000.00",No
Oknigwlnmh,USA,Historical,201373,4.37,"$41,258,994,000.00",Yes
Quqwuaaayv,Brazil,Cultural,333160,2.91,"$953,917,000.00",No
Iepmccwgpj,France,Cultural,344515,3.29,"$69,964,793,000.00",No
Hxhgtksttt,USA,Historical,712992,2.31,"$82,576,918,000.00",No
Pdldisyyen,India,Urban,517242,2.63,"$34,100,426,000.00",No
Itnmctxdmu,China,Urban,220073,2.57,"$25,824,945,000.00",No
Clzxbdglil,China,Urban,369344,3.41,"$9,091,888,000.00",No
Jxjnxdleqa,USA,Nature,477321,1.49,"$69,962,327,000.00",Yes
Opixbcrhun,India,Cultural,149452,1.14,"$1,420,515,000.00",No
Nyoulyrhjj,India,Historical,734961,2.12,"$30,456,075,000.00",No
Meubateefe,India,Cultural,23007,1.06,"$47,697,426,000.00",No
Ekiaiborjq,Australia,Nature,556368,1.41,"$36,295,683,000.00",Yes
Kvntyyfzmf,USA,Adventure,926846,4.25,"$17,201,037,000.00",No
Rxowzjmeof,Egypt,Adventure,430160,3.62,"$20,741,256,000.00",No
Annakrcbnp,China,Cultural,333046,4.30,"$80,823,335,000.00",Yes
Bwfxeerbmn,India,Urban,35589,3.70,"$60,241,349,000.00",Yes
Yefjsddzup,USA,Beach,855059,3.59,"$28,770,356,000.00",No
Vccamcqnnz,USA,Beach,454055,3.54,"$3,188,486,000.00",Yes
Xdjzyhtxra,India,Beach,295295,4.12,"$80,551,114,000.00",No
Dqpzgnshjx,USA,Urban,62687,2.43,"$8,174,815,000.00",No
Yayuashndy,Brazil,Cultural,596994,3.15,"$89,401,636,000.00",No
Tmfcjthfut,Brazil,Historical,465677,3.83,"$3,587,741,000.00",No
Jreoegkgnn,Australia,Adventure,493590,3.81,"$97,996,113,000.00",No
Anzuxffrcy,Brazil,Adventure,220763,3.25,"$91,172,408,000.00",Yes
Iwmwxtywpt,France,Cultural,277477,4.17,"$6,476,856,000.00",No
Uitmpaoviv,China,Historical,551162,3.43,"$73,230,607,000.00",Yes
Vjluencscw,India,Cultural,115209,4.60,"$4,995,304,000.00",No
Fzytegqcgn,France,Historical,398796,2.77,"$5,780,471,000.00",No
Yaoqzuzree,India,Adventure,162240,4.15,"$51,899,546,000.00",Yes
Gpaqxqxdxp,France,Nature,117776,2.14,"$43,166,687,000.00",No
Lqcpwxzdjj,France,Nature,284067,4.98,"$99,349,138,000.00",No
Omlfvemrsp,India,Beach,826159,3.86,"$2,072,683,000.00",No
Yauxaaixgd,USA,Cultural,354335,3.02,"$95,577,749,000.00",No
Mnhxevrbqt,India,Urban,297631,1.30,"$33,368,011,000.00",No
Qicyyfdjvp,USA,Historical,678225,3.99,"$69,924,114,000.00",No
Lvuxibfyag,USA,Adventure,764953,3.46,"$5,817,916,000.00",No
Xaefllglxl,Egypt,Beach,380232,4.01,"$2,985,117,000.00",Yes
Sshmoiyhdb,USA,Historical,124511,3.60,"$23,220,095,000.00",No
Xeryrdvicf,USA,Adventure,651770,4.32,"$44,059,011,000.00",Yes
Iupkvymssq,Brazil,Adventure,773726,4.40,"$30,089,155,000.00",Yes
Xkuxyezoty,Brazil,Nature,205152,2.51,"$93,581,705,000.00",Yes
Htnaoxwxtw,France,Nature,739856,2.94,"$17,302,703,000.00",Yes
Ayzmjuxghq,Egypt,Cultural,236478,1.60,"$72,628,166,000.00",No
Jccyzexava,Australia,Urban,685568,2.84,"$94,648,845,000.00",Yes
Vscvippylw,USA,Cultural,968954,4.89,"$78,923,967,000.00",No
Mdiqnfrvyk,Australia,Beach,60657,3.92,"$65,690,647,000.00",No
Jbumnczvfc,Australia,Adventure,379001,2.98,"$32,867,535,000.00",No
Gagjdrcpzb,USA,Adventure,823618,2.38,"$51,555,684,000.00",Yes
Apnhliowcf,France,Adventure,728238,2.62,"$8,360,896,000.00",No
Qfjrninxsk,Brazil,Urban,443053,1.16,"$20,000,341,000.00",Yes
Ctidujqrsi,India,Adventure,387294,2.15,"$3,330,199,000.00",Yes
Ekllgyivwc,France,Beach,290268,1.00,"$17,335,873,000.00",No
Wdyhgtcjlz,Brazil,Adventure,562796,3.35,"$6,332,484,000.00",Yes
Eoargzndhz,India,Adventure,900136,2.79,"$1,123,380,000.00",Yes
Krifhtkwob,France,Beach,914858,1.36,"$25,494,579,000.00",Yes
Dqguupondj,Brazil,Beach,31024,1.83,"$31,756,324,000.00",No
Sqngnjnqef,France,Nature,851887,4.02,"$1,257,257,000.00",Yes
Ppmsduvcdk,France,Adventure,66500,2.33,"$13,484,095,000.00",Yes
Itidzuhqgv,Brazil,Beach,524261,3.02,"$33,990,964,000.00",Yes
Exepomckzr,France,Urban,469117,4.26,"$92,459,249,000.00",No
Ywzbwobizj,China,Nature,999982,3.00,"$65,661,531,000.00",No
Wtejvdzmow,Brazil,Beach,737293,3.84,"$48,169,637,000.00",Yes
Njuvtqbfvr,India,Urban,730704,1.23,"$86,720,919,000.00",Yes
Jbbrqdcchi,France,Nature,288323,4.15,"$428,214,000.00",Yes
Szoonvhdza,Australia,Historical,185275,3.98,"$6,314,597,000.00",No
Lajbxfpdxc,France,Cultural,115185,3.80,"$72,776,094,000.00",No
Fiaglsuxga,USA,Historical,780845,3.44,"$73,773,079,000.00",Yes
Llxrnhmmdz,USA,Urban,970736,1.71,"$24,161,014,000.00",Yes
Bdbvpgrsap,China,Cultural,511741,3.15,"$8,829,713,000.00",No
Jetiqwtykc,China,Historical,669253,4.39,"$73,266,804,000.00",Yes
Zdzsredvwb,India,Historical,709379,2.64,"$40,534,111,000.00",Yes
Eptpoasmba,Australia,Beach,971704,1.63,"$41,373,602,000.00",No
Anvdbsvwfp,Australia,Urban,246692,1.14,"$66,277,877,000.00",No
Vlbwrggfqg,China,Nature,119999,1.05,"$20,261,169,000.00",No
Tdfsfofjtv,USA,Beach,156800,4.65,"$6,125,974,000.00",Yes
Hiyafrzmyb,Egypt,Urban,978073,1.33,"$83,682,704,000.00",Yes
Yeqkjtuimj,France,Historical,879425,2.36,"$47,380,164,000.00",Yes
Bhbaxyadmo,Brazil,Beach,75179,1.56,"$8,088,612,000.00",No
Bduyaposkk,Brazil,Historical,461873,1.43,"$32,691,761,000.00",Yes
Dlhwpvgntk,Egypt,Urban,654825,4.49,"$93,758,338,000.00",Yes
Iswwckjpdz,Brazil,Adventure,323231,3.87,"$76,116,354,000.00",No
Fucwaesxio,Australia,Cultural,424578,1.45,"$1,954,722,000.00",Yes
Nxlbyoruwx,France,Urban,853240,1.81,"$15,887,561,000.00",No
Syzabtagbg,China,Cultural,50389,2.99,"$92,263,557,000.00",Yes
Csiqcxyxqu,Australia,Adventure,441325,3.92,"$96,984,669,000.00",Yes
Buxwzwpovf,Brazil,Urban,771892,4.52,"$3,681,704,000.00",No
Pdkwudrylk,Egypt,Cultural,727626,2.04,"$75,800,464,000.00",Yes
Lhjqxluqxs,India,Historical,444147,4.95,"$8,226,289,000.00",No
Uowcffphyo,India,Urban,324799,1.65,"$26,997,423,000.00",Yes
Dioghjqxlu,France,Historical,573758,1.37,"$83,128,095,000.00",Yes
Putzziawsj,Brazil,Cultural,428009,4.37,"$12,412,916,000.00",Yes
Urlweipaxb,Egypt,Urban,802383,1.94,"$15,596,497,000.00",Yes
Isooslxxmj,India,Beach,683949,4.84,"$1,435,171,000.00",Yes
Cjjyasebmy,China,Urban,129423,4.54,"$96,664,418,000.00",Yes
Ytjuolyqgd,Egypt,Historical,896083,1.16,"$1,618,342,000.00",No
Umdyflsskc,India,Adventure,701598,2.41,"$98,102,963,000.00",Yes
Brbqnsupqs,Brazil,Nature,183727,2.19,"$96,060,543,000.00",No
Qnuxiscxrg,France,Beach,543579,3.55,"$26,104,923,000.00",No
Qvhxceoear,India,Historical,740198,4.56,"$69,811,288,000.00",Yes
Ytkamoqirk,Australia,Historical,97995,1.75,"$33,128,237,000.00",No
Vyloquhsll,USA,Nature,918460,2.10,"$2,747,047,000.00",Yes
Jufdlazbum,Australia,Adventure,873382,1.81,"$37,858,828,000.00",No
Wzyunsvhbe,India,Nature,579466,4.85,"$36,485,807,000.00",Yes
Btrqpxpvlb,Egypt,Historical,19167,4.19,"$13,088,384,000.00",Yes
Uutvrnqcgr,Egypt,Adventure,155106,2.30,"$92,940,865,000.00",No
Pgtdyrubqv,China,Cultural,139572,3.63,"$6,687,904,000.00",No
Agahwdpdwo,USA,Cultural,279556,3.85,"$6,223,145,000.00",No
Codyfdprnt,China,Urban,458439,2.71,"$7,375,176,000.00",No
Srdxqrsaap,Egypt,Adventure,95118,3.49,"$38,041,945,000.00",Yes
Jxvvcorlya,India,Historical,864078,4.70,"$15,288,522,000.00",Yes
Pczchcnwpt,USA,Urban,904098,1.29,"$78,229,198,000.00",No
Rfchmzbxhl,Egypt,Adventure,48716,4.46,"$30,166,462,000.00",Yes
Pmcwuhqphx,Brazil,Historical,855994,1.25,"$4,596,754,000.00",No
Voydvnvbwf,China,Cultural,967941,1.47,"$42,781,958,000.00",No
Vtdmcffvjn,China,Historical,380990,1.45,"$8,638,395,000.00",Yes
Dkwugogiwu,Australia,Urban,65628,3.51,"$20,665,792,000.00",Yes
Kmgxewoseu,Australia,Historical,799475,2.26,"$95,783,169,000.00",Yes
Glqlblrmuv,Egypt,Adventure,599447,2.09,"$98,288,812,000.00",Yes
Zgrwbvsuuy,Brazil,Adventure,441766,1.01,"$49,816,432,000.00",No
Lkpfpbbmkn,India,Urban,508523,1.82,"$56,963,376,000.00",No
Krpippipgv,France,Beach,110175,3.11,"$11,786,503,000.00",Yes
Tjqpqikxpz,France,Adventure,19293,3.75,"$3,456,492,000.00",Yes
Vrpvgqgkpg,India,Adventure,527020,3.05,"$15,842,661,000.00",Yes
Amsgglmalz,USA,Adventure,735517,3.74,"$2,893,127,000.00",Yes
Prsaflkkwn,Egypt,Urban,834139,3.51,"$3,872,097,000.00",Yes
Vbijuhpugp,India,Nature,336428,2.11,"$1,426,281,000.00",No
Imuthmdamn,Australia,Adventure,877375,4.77,"$2,012,354,000.00",No
Mnpccgjmvo,USA,Nature,537378,2.50,"$93,399,675,000.00",No
Npupynqvjc,USA,Urban,292411,3.21,"$29,013,667,000.00",No
Rmxhgvdawb,Brazil,Urban,581601,3.92,"$20,173,724,000.00",No
Vefwlpdgmn,India,Adventure,653150,2.00,"$2,811,929,000.00",Yes
Fwdtfcofsk,USA,Nature,681998,1.01,"$51,934,437,000.00",Yes
Kxbabwnqwy,China,Urban,995227,1.53,"$56,075,444,000.00",Yes
Ppikyezame,China,Urban,221393,2.68,"$69,099,739,000.00",No
Ckptxhmqnt,India,Adventure,148842,3.80,"$56,070,464,000.00",No
Dnnaxyecav,France,Historical,411494,3.33,"$92,264,968,000.00",No
Rcpwlvsgmg,Brazil,Adventure,184187,1.87,"$77,798,364,000.00",No
Wzgxoycuvm,Egypt,Urban,911115,2.74,"$46,721,633,000.00",No
Amiqcmsesu,France,Nature,980455,3.63,"$7,839,593,000.00",Yes
Grmtrwrfqt,India,Nature,168559,4.73,"$63,439,112,000.00",Yes
Kawcjqosyi,Australia,Cultural,610794,4.58,"$24,733,793,000.00",Yes
Vcxljhbcsh,Australia,Beach,542614,2.88,"$73,980,134,000.00",Yes
Htqmowuyft,France,Urban,37540,1.95,"$80,304,378,000.00",Yes
Mvpfdbjiur,Brazil,Beach,89139,2.25,"$98,426,285,000.00",Yes
Gsmnfharbk,India,Beach,151892,1.67,"$75,230,943,000.00",Yes
Nslbzifgpk,India,Historical,967584,1.05,"$62,084,307,000.00",Yes
Vsoydfjokz,India,Adventure,723741,3.22,"$66,713,524,000.00",No
Vgqdgxqkxf,India,Cultural,98624,1.18,"$3,458,070,000.00",No
Lkljaqnubl,USA,Cultural,312101,1.19,"$94,770,831,000.00",Yes
Vvpohqjsch,USA,Cultural,858369,1.25,"$94,780,026,000.00",No
Kzeihdkjmo,Australia,Urban,729647,2.31,"$32,642,133,000.00",Yes
Kqzjxzcqyy,China,Beach,57862,1.42,"$6,162,944,000.00",No
Vcormisfce,France,Adventure,84083,2.76,"$53,698,252,000.00",Yes
Vgqxilquzb,Egypt,Urban,493833,1.92,"$23,340,635,000.00",No
Hbqqabqlyk,Egypt,Historical,249372,1.56,"$11,979,909,000.00",No
Irdqilibaz,Australia,Cultural,43648,3.48,"$4,723,378,000.00",Yes
Rcxyyhhopc,India,Adventure,866690,1.08,"$71,667,818,000.00",Yes
Ilwcumless,Brazil,Historical,459718,4.56,"$86,345,103,000.00",No
Nrrpnnoymm,Australia,Nature,954940,3.30,"$62,472,883,000.00",Yes
Ktkadrtgpf,Egypt,Adventure,865269,4.02,"$39,710,409,000.00",No
Eeoctrrkcs,France,Urban,637659,2.94,"$12,606,133,000.00",Yes
Qebtkfvfvl,Australia,Nature,139058,4.85,"$7,964,371,000.00",Yes
Eavwhjebof,France,Historical,57114,4.35,"$38,306,753,000.00",No
Domkaeyctp,Brazil,Nature,964827,4.62,"$29,159,749,000.00",Yes
Ibomlwzodc,China,Adventure,351516,3.12,"$18,328,067,000.00",No
Bljnjurhum,Egypt,Cultural,596261,2.51,"$49,982,159,000.00",No
Oopfrutfta,Brazil,Nature,374988,1.71,"$9,822,232,000.00",Yes
Cxitqgnopv,Brazil,Urban,822664,3.32,"$87,948,469,000.00",No
Ccrunzazfm,India,Urban,793054,1.51,"$93,612,613,000.00",Yes
Mwoylgyfms,Egypt,Beach,300097,3.23,"$5,806,522,000.00",Yes
Tgbijggwoe,Australia,Urban,274180,1.19,"$94,558,141,000.00",No
Rrstarrope,Egypt,Adventure,96242,3.13,"$51,155,279,000.00",No
Ehkxuwrmvw,France,Urban,182063,3.99,"$5,784,482,000.00",No
Cbcqwwquyo,Australia,Beach,798062,1.61,"$28,871,651,000.00",Yes
Krpklrfjuh,China,Beach,241369,3.83,"$90,461,214,000.00",No
Ouaadmaerm,India,Beach,441398,2.91,"$56,849,685,000.00",No
Ekmeytvyiy,India,Cultural,600002,3.76,"$85,832,145,000.00",No
Jrcimsquay,France,Adventure,169456,3.80,"$1,171,094,000.00",Yes
Qcifjfexub,USA,Beach,844512,3.59,"$17,797,723,000.00",No
Ntxrogduqa,Egypt,Adventure,932411,4.86,"$80,020,036,000.00",No
Onkqallgeu,India,Nature,694395,3.47,"$99,736,681,000.00",No
Kjwqhemkpv,Brazil,Historical,395896,4.34,"$1,798,926,000.00",Yes
Onehxaqgtl,China,Adventure,123170,2.38,"$17,061,577,000.00",No
Forakwshvn,USA,Beach,960570,2.98,"$52,187,228,000.00",Yes
Rpyojhcbnq,Brazil,Historical,611044,2.19,"$7,223,113,000.00",No
Qcynnfagox,Brazil,Nature,864340,3.50,"$6,214,190,000.00",Yes
Sgpwfdncyb,Australia,Adventure,129340,4.88,"$35,918,603,000.00",No
Ygvmmeeuig,Australia,Beach,87357,1.97,"$76,584,384,000.00",No
Lpmbzvrise,Australia,Historical,8998,3.74,"$3,219,137,000.00",Yes
Kpwwxlrkko,Egypt,Urban,953901,3.83,"$72,577,005,000.00",Yes
Mbccchmwde,Egypt,Cultural,38872,1.75,"$61,491,056,000.00",No
Epjwjsnjfk,France,Adventure,777548,4.13,"$33,725,704,000.00",No
Mavggcedrm,India,Urban,104536,4.17,"$71,888,168,000.00",No
Admllvkihs,Egypt,Historical,852116,1.33,"$72,340,912,000.00",Yes
Vpiuokhxok,USA,Nature,588665,2.96,"$22,014,572,000.00",No
Sgdlazwmdr,USA,Beach,33551,2.91,"$15,482,019,000.00",Yes
Eefexfmkku,Australia,Historical,668844,3.92,"$9,103,845,000.00",Yes
Gyvftlgkfv,Australia,Historical,343985,3.21,"$58,755,081,000.00",Yes
Lqomkdbkzw,China,Adventure,740353,2.79,"$94,874,994,000.00",No
Mugomoqvai,China,Nature,610213,4.83,"$72,764,891,000.00",No
Msumvmhxbk,Brazil,Beach,926326,1.30,"$91,719,961,000.00",No
Zyeqzevxpg,Egypt,Adventure,772021,3.58,"$38,595,414,000.00",Yes
Mudjcbjznw,Australia,Historical,338929,3.96,"$42,302,788,000.00",No
Fogtoqbwcp,India,Historical,786457,3.40,"$52,646,863,000.00",No
Lnkluryihf,Brazil,Historical,329837,1.12,"$80,383,958,000.00",No
Lwhkjubtii,China,Adventure,532938,3.20,"$30,510,242,000.00",Yes
Butrmzwzxm,Australia,Urban,72857,1.66,"$77,600,242,000.00",Yes
Tvazmhtapr,Egypt,Historical,923371,3.28,"$19,950,786,000.00",No
Evlnevixdw,China,Beach,173379,4.72,"$86,202,398,000.00",Yes
Bgpsetzauq,Brazil,Cultural,499330,1.93,"$79,238,232,000.00",No
Oekpjghlwm,Brazil,Urban,143741,3.30,"$50,985,628,000.00",Yes
Pzyuavduyj,Egypt,Cultural,431484,2.44,"$52,186,541,000.00",Yes
Xozjxkhruz,India,Cultural,670918,4.90,"$65,713,698,000.00",No
Qpzmvuqriy,USA,Historical,171745,1.53,"$94,213,079,000.00",Yes
Apodjwngsp,China,Beach,733682,4.65,"$3,532,062,000.00",Yes
Ochzzfdmvc,USA,Beach,879488,1.17,"$92,646,273,000.00",Yes
Fpazqshunm,Brazil,Adventure,504141,2.17,"$33,370,762,000.00",No
Mmhioiqchh,India,Beach,184047,3.81,"$66,961,734,000.00",Yes
Bzlebuzykj,France,Urban,229061,4.69,"$32,404,888,000.00",No
Cfhaecafwk,USA,Adventure,166056,2.72,"$14,993,402,000.00",Yes
Bfptuagabt,Australia,Beach,233298,1.81,"$45,391,065,000.00",Yes
Jpyepurbxr,France,Historical,474328,4.55,"$99,880,814,000.00",No
Ffinqicorc,India,Beach,31938,1.52,"$10,117,927,000.00",No
Vnyobmcbqy,USA,Nature,998356,4.55,"$5,396,542,000.00",Yes
Admpdirkhf,USA,Urban,470615,4.74,"$95,380,204,000.00",Yes
Chzowgdiwo,Brazil,Nature,127543,4.84,"$94,222,528,000.00",Yes
Clordbkedn,Australia,Beach,44116,1.26,"$15,535,656,000.00",Yes
Ugieawakcv,India,Beach,360577,4.68,"$5,813,668,000.00",No
Ggtiuhodrx,Brazil,Cultural,406641,4.07,"$70,734,014,000.00",Yes
Fydzvzhusf,Brazil,Urban,14813,2.10,"$42,596,762,000.00",No
Lptirbigtr,India,Adventure,611776,2.01,"$88,864,025,000.00",No
Rsvqtftsrx,Australia,Cultural,482242,3.31,"$90,009,185,000.00",No
Plkaafibzb,Egypt,Cultural,741135,4.60,"$72,866,023,000.00",Yes
Wqnhsikjyc,China,Beach,103426,1.70,"$1,801,569,000.00",Yes
Fzcfdgfryc,Egypt,Urban,363659,2.47,"$84,917,564,000.00",Yes
Lhlwazhkpv,Egypt,Urban,795726,4.12,"$43,210,149,000.00",No
Bjvddxfiqb,Brazil,Historical,887693,1.90,"$93,117,744,000.00",Yes
Zmunliuxaa,Egypt,Historical,620324,2.99,"$19,224,945,000.00",No
Squnmjcpaw,India,Adventure,475631,3.79,"$88,744,161,000.00",No
Pcnyjzefel,Australia,Beach,893116,4.13,"$12,306,213,000.00",Yes
Cistzakgav,China,Cultural,347838,2.15,"$93,121,893,000.00",Yes
Dyodgsktta,Australia,Beach,19840,4.84,"$94,904,024,000.00",No
Ptjhfttmdm,France,Adventure,316215,1.74,"$51,266,127,000.00",Yes
Ruhfpwfdpp,China,Urban,194790,3.98,"$81,275,699,000.00",No
Tnrlxvzeuu,USA,Nature,324351,1.93,"$2,003,885,000.00",Yes
Wjzhjusfap,Brazil,Adventure,945099,4.82,"$14,117,543,000.00",No
Shtquxblnq,Brazil,Adventure,542429,4.23,"$3,732,383,000.00",No
Roclpxvqhq,Egypt,Urban,70108,3.50,"$482,709,000.00",Yes
Hdhrolfiar,India,Nature,616401,3.69,"$9,012,023,000.00",Yes
Tdqawjtjwa,Brazil,Urban,919372,2.74,"$89,670,724,000.00",No
Dhmfrujhhv,France,Beach,256326,1.96,"$82,293,842,000.00",No
Exzjsdjies,China,Beach,418455,1.24,"$9,065,887,000.00",Yes
Orcbghcraq,China,Beach,78717,3.45,"$5,095,255,000.00",Yes
Bmooklxpok,India,Nature,413010,4.63,"$52,726,885,000.00",Yes
Hisoynrwoa,India,Historical,619914,2.74,"$445,823,000.00",No
Pmxulroxsg,India,Urban,887324,3.86,"$17,312,642,000.00",Yes
Newqckhinc,USA,Urban,808406,1.59,"$69,851,455,000.00",No
Rcdbzsweto,France,Urban,447023,4.47,"$63,361,135,000.00",Yes
Agyfbvqphs,India,Nature,871320,4.47,"$86,463,534,000.00",No
Yutdeygoje,USA,Historical,191740,3.28,"$95,578,098,000.00",No
Izpihlwbwx,USA,Cultural,388691,2.14,"$8,982,312,000.00",Yes
Poxfojdmav,Egypt,Beach,336566,1.31,"$40,566,785,000.00",No
Jtehtcgwof,India,Beach,518270,3.40,"$96,310,847,000.00",Yes
Zilbarmntv,Brazil,Cultural,998327,4.66,"$20,300,477,000.00",No
Tfsnrwujxb,India,Nature,49458,3.70,"$55,616,092,000.00",No
Gyfsykpxmd,India,Adventure,602249,2.61,"$80,385,086,000.00",No
Wplhklruay,China,Beach,711267,4.22,"$7,254,873,000.00",Yes
Ipjudntekg,Brazil,Beach,103645,4.35,"$9,111,719,000.00",Yes
Nbjcoinqys,China,Adventure,967653,2.28,"$2,044,270,000.00",Yes
